,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Josh Allen,BUF,31,47,264,0,2,4,35,28,62.7,5,50,0,22,0,0,0,0,0,1,1
1,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,6,16,0,5,8,7,43,0,14,0,0
2,Zack Moss,BUF,0,0,0,0,0,0,0,0,,3,6,0,7,4,2,18,0,13,0,0
3,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,85,0,28,0,0
4,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,65,0,22,0,0
5,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,33,0,9,0,0
6,Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,0,7,1,0
7,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,0,9,0,0
8,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
11,Trevor Lawrence,JAX,15,26,118,0,0,2,12,23,69.1,3,4,0,3,0,0,0,0,0,0,0
12,C.J. Beathard,JAX,2,2,33,0,0,0,0,28,118.7,0,0,0,0,0,0,0,0,0,0,0
13,Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,21,67,0,15,2,1,6,0,6,1,1
14,Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,1,11,0,11,5,3,27,0,23,0,0
15,Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,4,0,4,0,0
16,Dan Arnold,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,60,0,28,0,0
17,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,21,0,12,0,0
18,Chris Manhertz,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
19,Luke Farrell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
20,Laquon Treadwell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
21,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,1,-4,0,-4,4,4,24,0,9,0,0
