,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Colt McCoy,ARI,22,26,249,1,0,2,8,50,119.4,7,23,0,8,0,0,0,0,0,0,0
1,Christian Kirk,ARI,1,1,33,0,0,0,0,33,118.7,0,0,0,0,6,6,91,0,50,0,0
2,James Conner,ARI,0,0,0,0,0,0,0,0,,21,96,2,35,5,5,77,1,45,1,0
3,Eno Benjamin,ARI,0,0,0,0,0,0,0,0,,9,39,1,21,0,0,0,0,0,0,0
4,Chase Edmonds,ARI,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
5,Chris Streveler,ARI,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
6,Antoine Wesley,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,62,0,33,0,0
7,Zach Ertz,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,27,0,17,0,0
8,Rondale Moore,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,25,0,9,0,0
9,Darrell Daniels,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,0,0,0,0,0
12,Jimmy Garoppolo,SFO,28,40,326,2,1,5,28,32,100.6,1,3,0,3,0,0,0,0,0,0,0
13,Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,8,36,0,14,5,5,43,0,12,0,0
14,Jamycal Hasty,SFO,0,0,0,0,0,0,0,0,,1,2,0,2,4,3,11,0,5,0,0
15,George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,101,1,29,1,1
16,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,63,0,32,0,0
17,Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,10,0,0
18,Mohamed Sanu,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0
19,Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,1,-2,0,-2,8,6,89,1,22,1,1
