,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Josh Allen,BUF,15,26,315,3,0,0,0,61,139.1,11,59,1,22,0,0,0,0,0,0,0
1,Zack Moss,BUF,0,0,0,0,0,0,0,0,,11,37,0,8,4,3,55,0,24,0,0
2,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,6,25,0,9,2,1,-2,0,-2,0,0
3,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,117,1,53,0,0
4,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,69,0,61,0,0
5,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,54,2,35,0,0
6,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,0,0
7,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0
8,Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0
11,Patrick Mahomes,KAN,33,54,272,2,2,2,0,26,70.9,8,61,0,23,0,0,0,0,0,1,1
12,Darrel Williams,KAN,0,0,0,0,0,0,0,0,,5,27,0,9,5,3,18,0,8,0,0
13,Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,1,15,0,15,13,7,63,0,17,0,0
14,Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,7,13,0,6,2,1,11,0,11,0,0
15,Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,2,2,13,0,9,0,0
16,Michael Burton,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
17,Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,76,0,26,0,0
18,Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,57,1,15,0,0
19,Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,1,6,1,1
20,Josh Gordon,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
21,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0
22,Blake Bell,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
