,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Ben Roethlisberger,PIT,22,34,266,1,0,2,11,50,98.4,1,0,0,0,0,0,0,0,0,0,0
1,Chris Boswell,PIT,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
2,Najee Harris,PIT,0,0,0,0,0,0,0,0,,26,91,1,11,3,3,29,0,20,0,0
3,Chase Claypool,PIT,0,0,0,0,0,0,0,0,,2,16,0,16,5,4,45,0,16,0,0
4,Ray-Ray McCloud,PIT,0,0,0,0,0,0,0,0,,1,10,0,10,0,0,0,0,0,1,0
5,Anthony McFarland Jr.,PIT,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0
6,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,13,6,98,0,50,0,0
7,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,44,1,22,0,0
8,Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,39,0,24,0,0
9,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
10,James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
11,Kalen Ballage,PIT,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0
14,Baker Mayfield,CLE,20,31,225,0,0,4,15,24,86.1,1,5,0,5,0,0,0,0,0,0,0
15,Nick Chubb,CLE,0,0,0,0,0,0,0,0,,16,61,0,21,1,1,8,0,8,0,0
16,D'Ernest Johnson,CLE,0,0,0,0,0,0,0,0,,4,22,1,11,3,1,7,0,7,0,0
17,Jarvis Landry,CLE,0,0,0,0,0,0,0,0,,1,5,0,5,10,5,65,0,19,1,1
18,Demetric Felton,CLE,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,14,0,14,0,0
19,David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,39,0,24,0,0
20,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,33,0,21,0,0
21,Rashard Higgins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,27,0,16,0,0
22,Austin Hooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,26,0,8,0,0
23,Odell Beckham Jr.,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
