,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Trevor Siemian,NOR,22,40,214,3,2,0,0,26,74.4,2,16,1,17,0,0,0,0,0,0,0
1,Mark Ingram,NOR,0,0,0,0,0,0,0,0,,16,88,0,28,8,6,25,0,7,1,1
2,Dwayne Washington,NOR,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,6,0,6,0,0
3,Tony Jones,NOR,0,0,0,0,0,0,0,0,,3,2,0,2,0,0,0,0,0,0,0
4,Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,64,0,22,0,0
5,Adam Trautman,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,58,1,19,0,0
6,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,26,1,26,0,0
7,Nick Vannett,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,20,0,20,0,0
8,Deonte Harris,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,11,0,9,1,0
9,Lil'Jordan Humphrey,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,1,4,0,0
12,Jalen Hurts,PHI,13,24,147,0,0,3,9,33,72.7,18,69,3,24,0,0,0,0,0,0,0
13,Miles Sanders,PHI,0,0,0,0,0,0,0,0,,16,94,0,25,1,0,0,0,0,1,1
14,Jordan Howard,PHI,0,0,0,0,0,0,0,0,,10,63,0,18,0,0,0,0,0,0,0
15,Boston Scott,PHI,0,0,0,0,0,0,0,0,,6,16,0,5,2,2,2,0,4,0,0
16,Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,62,0,16,0,0
17,DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,61,0,33,0,0
18,JJ Arcega-Whiteside,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0
19,Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
20,Tyree Jackson,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
21,Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,-1,0,-1,0,0
